total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,Drift_Percent,Payload_Bits,Run_ID
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,14
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,19
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,21
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,21
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,20
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,22
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,23
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,18
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,24
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,25
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,24
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,26
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,27
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,22
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,28
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,27
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,23
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,28
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,29
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,30
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,25
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,30
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,31
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,26
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,31
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,32
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,29
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,33
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,33
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,34
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,34
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,35
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,35
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,36
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,32
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,36
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,37
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,38
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,1.0,0.15,256,39
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,38
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,37
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.984,0.2,256,0
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.15,128,39
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,0
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.986,0.2,256,1
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,1
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.974,0.2,256,2
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,2
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.976,0.2,256,3
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.982,0.2,256,4
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,3
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,4
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.978,0.2,256,5
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,5
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.978,0.2,256,6
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.982,0.2,256,7
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,6
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.974,0.2,256,8
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,7
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,8
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.98,0.2,256,9
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.976,0.2,256,10
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,9
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,10
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.978,0.2,256,11
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,11
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.974,0.2,256,12
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,12
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.972,0.2,256,13
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,13
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.98,0.2,256,15
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.978,0.2,256,14
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.974,0.2,256,16
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,14
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,15
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,16
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,17
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.974,0.2,256,17
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.986,0.2,256,18
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,18
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.988,0.2,256,19
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.982,0.2,256,20
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,20
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.974,0.2,256,21
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,19
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.974,0.2,256,22
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,21
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.98,0.2,256,23
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.978,0.2,256,24
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,22
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,23
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,24
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.976,0.2,256,25
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,25
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.984,0.2,256,26
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.972,0.2,256,28
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.974,0.2,256,27
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,26
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,27
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.976,0.2,256,29
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,28
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.976,0.2,256,30
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,29
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,30
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.97,0.2,256,31
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,31
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.984,0.2,256,32
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.982,0.2,256,33
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,33
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,32
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.98,0.2,256,34
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.976,0.2,256,35
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,34
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.97,0.2,256,36
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.98,0.2,256,37
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,35
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,36
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,37
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.976,0.2,256,38
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,38
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.982,0.2,256,39
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.818,0.25,256,0
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.2,128,39
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.802,0.25,256,1
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,0
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.78,0.25,256,2
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,2
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,1
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.798,0.25,256,3
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.804,0.25,256,4
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,3
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,4
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.814,0.25,256,6
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.802,0.25,256,5
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.796,0.25,256,7
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,5
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,6
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,7
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.778,0.25,256,8
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,8
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.818,0.25,256,9
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.788,0.25,256,10
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,9
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,10
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,11
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.808,0.25,256,11
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.79,0.25,256,12
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.804,0.25,256,13
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,12
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.784,0.25,256,14
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,13
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,14
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.782,0.25,256,15
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.788,0.25,256,16
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,15
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.798,0.25,256,17
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,17
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,16
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.812,0.25,256,18
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.804,0.25,256,19
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,18
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.816,0.25,256,20
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,19
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,20
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.804,0.25,256,21
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.792,0.25,256,22
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,21
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,22
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.812,0.25,256,23
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,23
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.81,0.25,256,24
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.804,0.25,256,25
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,25
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.79,0.25,256,26
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,24
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,26
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.79,0.25,256,27
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.808,0.25,256,28
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,27
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.798,0.25,256,29
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,28
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,29
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.782,0.25,256,30
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,30
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.796,0.25,256,31
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.796,0.25,256,32
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,31
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,32
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.792,0.25,256,34
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.794,0.25,256,33
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,34
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,33
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.81,0.25,256,35
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.786,0.25,256,36
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,35
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,36
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.79,0.25,256,37
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,37
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.798,0.25,256,38
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.792,0.25,256,39
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,38
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.672,0.3,256,0
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.25,128,39
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,0
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,1
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.626,0.3,256,2
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.654,0.3,256,1
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,2
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.672,0.3,256,4
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.658,0.3,256,3
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,3
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,4
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.668,0.3,256,5
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,5
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.65,0.3,256,7
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.676,0.3,256,6
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,7
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,6
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.636,0.3,256,8
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.688,0.3,256,9
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.66,0.3,256,10
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,8
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,9
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,11
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,10
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.664,0.3,256,11
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.668,0.3,256,12
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.66,0.3,256,13
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.662,0.3,256,14
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,12
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,13
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.634,0.3,256,15
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,14
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.652,0.3,256,16
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,15
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,17
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,16
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.69,0.3,256,17
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.676,0.3,256,18
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,18
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.676,0.3,256,19
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.678,0.3,256,20
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,19
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,21
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,20
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.678,0.3,256,21
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.654,0.3,256,22
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.662,0.3,256,23
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.68,0.3,256,24
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,22
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,23
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,25
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,24
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.68,0.3,256,25
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.664,0.3,256,26
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,26
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.656,0.3,256,27
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.666,0.3,256,28
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,27
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.668,0.3,256,29
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,28
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.662,0.3,256,30
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,29
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,30
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.66,0.3,256,31
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,31
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.654,0.3,256,32
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,32
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.676,0.3,256,33
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.644,0.3,256,34
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,33
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.662,0.3,256,35
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,34
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.666,0.3,256,36
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,35
73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.66,0.3,256,37
96560.0,0.09656,0.0,16,0,16,0,0.0,1.0,0.3,128,36
